"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"1057",11117,4,"Blue Cross and Blue Shield of Vermont","VT","HMO/POS","Yes",3.5,4,3.5,"Commercial","Blue"
"1058",12108,4,"Blue Cross and Blue Shield of Vermont","VT","PPO","Yes",3.5,4,3.5,"Commercial","Blue"
"1059",13105,4,"Cigna Health and Life Insurance Company - Vermont","VT","PPO","Yes",2.5,4,3.5,"Commercial","Cigna"
"1060",1499,4,"Connecticut General Life Insurance Company - Vermont","VT","PPO","Yes",2.5,4,3.5,"Commercial","Connecticut General"
"1061",1591,4,"The Vermont Health Plan","VT","HMO/POS","Yes",3.5,4,3.5,"Commercial","Other"
"1062",1685,3,"Aetna Life Insurance Company (NH/VT)","VT","PPO","Yes",3,2.5,2,"Commercial","Aetna"
"1063",9127,4.5,"MVP Health Care, Inc. CMS Contract: H3305","VT","HMO/POS","Yes",4,4,4,"Medicare","Other"
"1064",10125,4,"MVP Health Care, Inc. CMS Contract: H9859","VT","HMO/POS","Yes",3.5,4,3.5,"Medicare","Other"
"1065",11118,4,"UnitedHealthcare of New England, Inc. (MA/RI/VT/NH) CMS Contract: H1944","VT","HMO","Yes",3,3.5,3.5,"Medicare","United"
"1066",12109,3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT) CMS Contract: R7444","VT","PPO","Yes",3,3,3.5,"Medicare","United"
"1067",9128,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","VA","HMO","Yes",4,4.5,4.5,"Commercial","Kaiser"
"1068",10126,4,"MD - Individual Practice Association, Inc.","VA","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Other"
"1069",11119,4,"Optima Health Plan","VA","HMO/POS","Yes",3,3.5,3,"Commercial","Other"
"1070",12110,3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","VA","HMO/POS","Yes",2,3,3,"Commercial","Aetna"
"1071",13107,3.5,"Aetna Life Insurance Company (Virginia)","VA","PPO","Yes",3.5,3,3,"Commercial","Aetna"
"1072",14101,3.5,"Anthem Health Plans of Virginia, Inc. dba Anthem Blue Cross Blue Shield of Virginia","VA","PPO","Yes",3,3,3,"Commercial","Anthem"
"1073",1592,3.5,"CareFirst BlueChoice","VA","HMO/POS","Yes",2.5,3,3,"Commercial","Blue"
"1074",1686,3.5,"Cigna Health and Life Insurance Company - Virginia/District of Columbia","VA","HMO/POS/PPO","Yes",2.5,3,3.5,"Commercial","Cigna"
"1075",1782,3.5,"Connecticut General Life Insurance Company - Virginia/District of Columbia","VA","HMO/POS/PPO","Yes",2.5,3,3.5,"Commercial","Connecticut General"
"1076",1871,3.5,"Coventry Health Care of Virginia, Inc.","VA","HMO/POS","Yes",3,3.5,3,"Commercial","Coventry"
"1077",1967,3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","PPO","Yes",3,3.5,3,"Commercial","Other"
"1078",2057,3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","HMO/POS","Yes",2.5,3,3,"Commercial","Other"
"1079",2151,3.5,"HealthKeepers, Inc.","VA","HMO/POS","Yes",2.5,3.5,3,"Commercial","Other"
"1080",2246,3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","VA","HMO/POS","Yes",2,3.5,3,"Commercial","United"
"1081",2341,3,"Optimum Choice, Inc.","VA","HMO/POS","Yes",2,3,3,"Commercial","Other"
"1082",2434,3,"United Healthcare Services, Inc (Virginia)","VA","PPO","Yes",2,2.5,3,"Commercial","United"
"1083",2530,3,"UnitedHealthcare Insurance Company (Virginia)","VA","PPO","Yes",2,2.5,3,"Commercial","United"
"1084",9129,4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. CMS Contract: H2150","VA","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"1085",10127,4,"Aetna Health Inc. (Pennsylvania) - Maryland CMS Contract: H3931","VA","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"1086",11120,4,"Aetna Life Insurance Company (Virginia) CMS Contract: H5521","VA","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"1087",12111,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","VA","HMO","No",4,4.5,4,"Medicare","United"
"1088",13108,4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253 CMS Contract: H5253","VA","HMO/POS","Yes",4,4,3,"Medicare","United"
"1089",14102,3.5,"UnitedHealthcare Insurance Company - Virginia (Medicare) CMS Contract: H7187","VA","HMO","Yes",2.5,2.5,3,"Medicare","United"
"1090",1593,3,"Humana Insurance Company CMS Contract: R5826","VA","PPO","No",3.5,2.5,3,"Medicare","Humana"
"1091",1687,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","VA","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"1092",1783,2.5,"Piedmont Community HealthCare, Inc. CMS Contract: H1659","VA","PPO","Yes (Interim)",2.5,2,2.5,"Medicare","Other"
"1093",9130,4,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (Virginia Medicaid)","VA","HMO","Yes",2.5,3,NA,"Medicaid","Kaiser"
"1094",10128,3.5,"Aetna Better Health of Virginia","VA","HMO","Yes",3.5,3,3,"Medicaid","Aetna"
"1095",11121,3.5,"HealthKeepers, Inc. (Medicaid)","VA","HMO","Yes",3.5,3.5,3,"Medicaid","Other"
"1096",12112,3.5,"Optima Health Plan","VA","HMO","Yes",3.5,3,3,"Medicaid","Other"
"1097",13109,3.5,"Virginia Premier Health Plan, Inc.","VA","HMO","Yes",3.5,3,3,"Medicaid","Other"
"1098",14103,3,"INTotal Health, LLC","VA","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"1099",9131,4.5,"Kaiser Foundation Health Plan of the Northwest, Inc.","WA","HMO","Yes",3,4.5,4.5,"Commercial","Kaiser"
"1100",10129,4,"Group Health Cooperative","WA","HMO","Yes",2,4,4,"Commercial","Group Health"
"1101",11122,3.5,"Cigna Health and Life Insurance Company - Washington","WA","PPO","Yes",2.5,3,3,"Commercial","Cigna"
"1102",12113,3.5,"Connecticut General Life Insurance Company - Washington","WA","PPO","Yes",2.5,3,3,"Commercial","Connecticut General"
"1103",13110,3.5,"Group Health Options, Inc.","WA","HMO/POS","Yes",2,3.5,3.5,"Commercial","Group Health"
"1104",14104,3.5,"Group Health Options, Inc.","WA","PPO","Yes",2,3.5,3.5,"Commercial","Group Health"
"1105",1595,3.5,"Providence Health Plans - Oregon","WA","PPO","Yes",2.5,3.5,3.5,"Commercial","Other"
"1106",1688,3.5,"United Healthcare Services, Inc (Washington)","WA","PPO","Yes",2,3,3,"Commercial","United"
"1107",1784,3.5,"UnitedHealthcare Insurance Company (Washington)","WA","PPO","Yes",2,3,3,"Commercial","United"
"1108",1873,3,"Aetna Life Insurance Company (Washington)","WA","PPO","Yes",2,2.5,3,"Commercial","Aetna"
"1109",1969,3,"LifeWise Health Plan of Washington","WA","PPO","Yes",2,2.5,3,"Commercial","Other"
"1110",2059,3,"Premera Blue Cross","WA","PPO","Yes",3.5,2.5,2.5,"Commercial","Blue"
"1111",2153,3,"Regence BlueCross BlueShield of Oregon","WA","PPO","No (In process)",3,2.5,3,"Commercial","Blue"
"1112",2248,3,"Regence BlueShield","WA","PPO","No (In process)",3,3,3,"Commercial","Blue"
"1113",2343,2.5,"Asuris Northwest Health","WA","PPO","No (In process)",2.5,2.5,3,"Commercial","Other"
"1114",2435,2.5,"Regence BlueShield of Idaho","WA","PPO","No (In process)",2.5,2.5,2.5,"Commercial","Blue"
"1115",9132,5,"Kaiser Foundation Health Plan of the Northwest, Inc. CMS Contract: H9003","WA","HMO","Yes",4.5,5,4.5,"Medicare","Kaiser"
"1116",10130,4.5,"Group Health Cooperative CMS Contract: H5050","WA","HMO","Yes",3.5,5,4,"Medicare","Group Health"
"1117",11123,4,"Aetna Life Insurance Company (Washington) CMS Contract: H5521","WA","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"1118",12114,4,"Providence Health Plans - Oregon CMS Contract: H9047","WA","HMO/POS","No",3.5,5,4,"Medicare","Other"
"1119",13111,4,"UnitedHealthcare Insurance Company - Oregon / Washington CMS Contract: H1286","WA","HMO/POS","Yes",2.5,3.5,3.5,"Medicare","United"
"1120",14105,3.5,"Regence BlueShield of Idaho CMS Contract: H1304","WA","PPO","No (In process)",4,3,3,"Medicare","Blue"
"1121",1596,3,"Asuris Northwest Health CMS Contract: H5010","WA","PPO","No (In process)",3,3,3,"Medicare","Other"
"1122",1689,3,"Health Net Life Insurance Company (Medicare) CMS Contract: H5520","WA","PPO","No",3,3,3,"Medicare","Health Net"
"1123",1785,3,"Regence BlueCross BlueShield of Oregon CMS Contract: H3817","WA","PPO","No (In process)",3.5,3.5,3,"Medicare","Blue"
"1124",1874,3,"Regence BlueShield CMS Contract: H5009","WA","PPO","No (In process)",3,3.5,3,"Medicare","Blue"
"1125",1970,3,"UnitedHealthcare Insurance Company (Washington) † CMS Contract: H5008","WA","HMO","No",2,2.5,3.5,"Medicare","United"
"1126",2060,2.5,"Community Health Plan of Washington CMS Contract: H5826","WA","HMO","Yes",1.5,1.5,2.5,"Medicare","Other"
"1127",2154,2.5,"Molina Healthcare of Washington, Inc. † CMS Contract: H5823","WA","HMO","No",1.5,2.5,3,"Medicare","Molina"
"1128",2249,2.5,"Soundpath Health CMS Contract: H9302","WA","HMO","No",2.5,2,2.5,"Medicare","Other"
"1129",9133,3.5,"Molina Healthcare of Washington, Inc.","WA","HMO","Yes",3,3,3.5,"Medicaid","Molina"
"1130",10131,3,"AMERIGROUP Washington, Inc.","WA","HMO","Yes",2,2.5,3,"Medicaid","Other"
"1131",11124,3,"Community Health Plan of Washington","WA","HMO","Yes",1.5,2.5,2.5,"Medicaid","Other"
"1132",12115,3,"UnitedHealthcare of Washington, Inc d/b/a UnitedHealthcare Community Plan, Inc (WA)","WA","HMO","Yes",2.5,2.5,2.5,"Medicaid","United"
"1133",9134,3.5,"Highmark West Virginia, Inc.","WV","PPO","Yes",3.5,3,3,"Commercial","Other"
"1134",10132,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan","WV","HMO","Yes",3.5,3.5,3,"Commercial","Other"
"1135",11125,3,"Aetna Life Insurance Company (West Virginia)","WV","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"1136",12116,3,"Optimum Choice, Inc.","WV","HMO/POS","Yes",2,3,3,"Commercial","Other"
"1137",9135,4,"Aetna Life Insurance Company (West Virginia) CMS Contract: H5521","WV","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"1138",10133,3.5,"Highmark Senior Solutions Company CMS Contract: H5106","WV","PPO","Yes",3,3.5,2.5,"Medicare","Other"
"1139",11126,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan CMS Contract: H3672","WV","HMO","Yes",3.5,3,2.5,"Medicare","Other"
"1140",12117,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","WV","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"1141",13114,3,"Coventry Health Care of West Virginia, Inc. CMS Contract: H1692","WV","HMO","No",3,2.5,3,"Medicare","Coventry"
"1142",14107,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","WV","PPO","No",3.5,3,3,"Medicare","Humana"
"1143",1597,3,"Humana Insurance Company CMS Contract: R5826","WV","PPO","No",3.5,2.5,3,"Medicare","Humana"
"1144",1690,3,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan CMS Contract: H8604","WV","PPO","No",3.5,3,2.5,"Medicare","Other"
"1145",9136,3.5,"Coventry Health Care of West Virginia, Inc.","WV","HMO","Yes",4,3,2.5,"Medicaid","Coventry"
"1146",10134,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan","WV","HMO","Yes",4,3,2.5,"Medicaid","Other"
"1147",11127,3,"UNICARE Health Plan of West Virginia","WV","HMO","Yes",3,3,2.5,"Medicaid","Other"
"1148",12118,3,"West Virginia Family Health Plan, Inc. d/b/a West Virginia Family Health (WVFH)","WV","HMO","Yes",3.5,NA,1.5,"Medicaid","Other"
"1149",9137,4.5,"Dean Health Plan, Inc.","WI","HMO","Yes",4,3.5,4.5,"Commercial","Other"
"1150",10135,4.5,"Group Health Cooperative of South Central Wisconsin","WI","HMO","Yes",3.5,4.5,4.5,"Commercial","Group Health"
"1151",11128,4.5,"Gundersen Health Plan, Inc.","WI","HMO","Yes",3,4,4,"Commercial","Other"
"1152",12119,4.5,"HealthPartners Administrators Inc.","WI","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"1153",13115,4.5,"Network Health Plan","WI","HMO/POS","Yes",3.5,4.5,4,"Commercial","Other"
"1154",14108,4.5,"Physicians Plus Insurance Corporation","WI","HMO/POS","Yes",2.5,4.5,4,"Commercial","Other"
"1155",1598,4.5,"Security Health Plan of Wisconsin, Inc","WI","HMO/POS","Yes",3.5,4,4,"Commercial","Other"
"1156",1691,4.5,"Unity Health Plans Insurance Corporation","WI","HMO/POS","Yes",3.5,4.5,4,"Commercial","Other"
"1157",1787,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","WI","HMO","Yes",3,3.5,3.5,"Commercial","Blue"
"1158",1876,4,"Compcare Health Services Insurance Corporation dba Anthem Blue Cross and Blue Shield in Wisconsin","WI","HMO/POS","Yes",3,3.5,3.5,"Commercial","Anthem"
"1159",1971,4,"Group Health Cooperative of Eau Claire","WI","HMO","No",4.5,4,3.5,"Commercial","Group Health"
"1160",2061,4,"Humana Insurance Company (Wisconsin)","WI","PPO","Yes",4,3,3.5,"Commercial","Humana"
"1161",2155,4,"Humana Wisconsin Health Organization Insurance Corporation","WI","HMO/POS","Yes",3,3.5,4,"Commercial","Humana"
"1162",2250,4,"Medica Insurance Company (MIC)","WI","PPO","Yes",3,3.5,4,"Commercial","Medica "
"1163",2345,4,"Medica Self-Insured (MSI)","WI","PPO","Yes",3,3.5,4,"Commercial","Medica "
"1164",2437,4,"Medical Associates Clinic Health Plan of Wisconsin dba Medical Associates Health Plans Special Project: Accreditation","WI","HMO/POS","Yes",4,3.5,4,"Commercial","Other"
"1165",2533,4,"MercyCare HMO, Inc d/b/a/ MercyCare Health Plans","WI","HMO","Yes",3,3.5,4.5,"Commercial","Other"
"1166",2630,4,"United Healthcare Services, Inc (Wisconsin)","WI","PPO","Yes",3.5,3,3,"Commercial","United"
"1167",2725,4,"UnitedHealthcare Insurance Company (Wisconsin)","WI","PPO","Yes",3.5,3,3,"Commercial","United"
"1168",2819,4,"UnitedHealthcare of Wisconsin, Inc.","WI","HMO/POS","Yes",3,3,3.5,"Commercial","United"
"1169",9138,5,"Group Health Plan, Inc. CMS Contract: H2462","WI","HMO","Yes",4.5,5,4,"Medicare","Group Health"
"1170",10136,5,"Gundersen Health Plan, Inc. CMS Contract: H5262","WI","HMO","Yes",5,4,4,"Medicare","Other"
"1171",11129,4.5,"Dean Health Plan, Inc. CMS Contract: H5264","WI","HMO","No",4.5,4,4.5,"Medicare","Other"
"1172",12120,4.5,"Medical Associates Clinic Health Plan of Wisconsin dba Medical Associates Health Plans CMS Contract: H5256","WI","HMO","Yes",4.5,3.5,4,"Medicare","Other"
"1173",13116,4.5,"Network Health Insurance Corporation (NHIC) CMS Contract: H5215","WI","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"1174",14109,4.5,"Security Health Plan of Wisconsin, Inc CMS Contract: H5211","WI","HMO/POS","Yes",4.5,4,4,"Medicare","Other"
"1175",1599,4,"Aetna Life Insurance Company (Wisconsin) CMS Contract: H5521","WI","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"1176",1692,4,"Humana Insurance Company (Wisconsin) CMS Contract: H5216","WI","PPO","Yes",3.5,3.5,4,"Medicare","Humana"
"1177",1788,4,"Humana Wisconsin Health Organization Insurance Corporation CMS Contract: H6622","WI","HMO","Yes",4,4,3.5,"Medicare","Humana"
"1178",1877,4,"Medica Health Plans (MHP) CMS Contract: H2450","WI","HMO","No",4,3,4,"Medicare","Medica "
"1179",1972,4,"UnitedHealthcare of Wisconsin, Inc. - North- WI/IL/IA CMS Contract: H5253","WI","HMO/POS","Yes",4,4,3,"Medicare","United"
"1180",2062,3.5,"Care Improvement Plus Wisconsin Insurance Company CMS Contract: H0294","WI","PPO","No",4,3,3,"Medicare","Care Improvement"
"1181",2156,3.5,"Care Wisconsin Health Plan, Inc. † CMS Contract: H5209","WI","HMO","No",3,4,4,"Medicare","Other"
"1182",2251,3,"Humana Insurance Company CMS Contract: R5826","WI","PPO","No",3.5,2.5,3,"Medicare","Humana"
"1183",2346,3,"Independent Care Health Plan † CMS Contract: H2237","WI","HMO","No",2.5,3,3.5,"Medicare","Other"
"1184",9139,4.5,"Security Health Plan of Wisconsin, Inc","WI","HMO","Yes",4.5,3.5,4,"Medicaid","Other"
"1185",10137,3.5,"Children's Community Health Plan","WI","HMO","Yes (Interim)",4,3.5,3,"Medicaid","Other"
"1186",11130,3.5,"Managed Health Services Insurance Corp.","WI","HMO","Yes",3.5,3,3,"Medicaid","Other"
"1187",12121,3.5,"UnitedHealthcare of Wisconsin, Inc. d/b/a UnitedHealthcare Community Plan Special Project / Area: WI Medicaid / BadgerCare Plus","WI","HMO","Yes (Interim)",4,3.5,3,"Medicaid","United"
"1188",13117,3,"Molina Healthcare of Wisconsin","WI","HMO","Yes",2,3,3,"Medicaid","Molina"
"1189",9140,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","WY","HMO/POS","Yes",1.5,2.5,3,"Commercial","Aetna"
"1190",10138,2.5,"United HealthCare Services, Inc. (Wyoming)","WY","PPO","Yes",3,1.5,2,"Commercial","United"
"1191",11131,2.5,"UnitedHealthcare Insurance Company (Wyoming)","WY","PPO","Yes",3,1.5,2,"Commercial","United"
