"","state","abbreviation","v1","rating","plan","type","ncqa","consumersat","prevention","treatment","instype","plantype","year","pop_2016.x","pct_pop_age0-18_2016","pct_pop_age19-25_2016","pct_pop_age26-34_2016","pct_pop_age35-54_2016","pct_pop_age55-64_2016","pct_pop_age65_2016","pct_citizen_2016","pct_male_2016","pct_female_2016","pct_white_2016","pct_black_2016","pct_hispanic_2016","pct_asian_2016","pct_native_2016","pct_pacific_2016","pct_two_or_more_races_2016","pct_fpv<100_2016","pct_fpv100-199_2016","pct_fpv200-399_2016","pct_fpv>400_2016","med_house_income_2016","pct_unemployed_2016","avg_monthly_SNAP_2016","expend_per_cap_2016","forclosure_rate_2016","pct_change_monthly_umployment_2016","pct_change_monthly_SNAP_2016","economic_distress_rank_2016","pct_any_mental_illness_2016","pct_serious_mental_illness_2016","cancer_death_rate_2016","death_rate_2016","cvs_death_rate_2016","firearm_death_rate_2016","opioid_od_death_rate_2016","all_drug_od_death_rate_2016","flu_pna_death_2016","pct_smoke_2016","pct_reported_poor_health_2016","expansion_2017","total_medicaid_enroll_2017","expansion_group_enrolled_2017","expansion_group_newly_eligible_enrolled_2017","hosp_expense_inpatient_day_2016","hosp_rate_gov_hosp_2016","hosp_rate_nonprofit_hosp_2016","hosp_rate_forprofit_hosp_2016","hosp_rate_total_2016","pct_uninsured_2013","pct_uninsured_2016","pct_change_uninsured_2013_2016","herfindahl_hirschman_Index_2016","market_share_largest_insure_2016","no_insure_>5%_mark_share_2016","gross_margins_per_member_2016","total_pc_hpsa_2017","pop_hpsa_2017","pct_needs_met_2017","no_practitioners_needed_2017","pct_hdhp_2017","avg_fam_prem_employee_cont_2016","avg_fam_prem_employer_cont_2016","avg_fam_prem_total_2016","avg_sing_prem_employee_cont_2016","avg_sing_prem_employer_cont_2016","avg_sing_prem_total_2016","hc_exp_per_cap_2014","avg_bench_mktplace_prem","pct_pot_mkt_pop_enrol_2016","no_insur_provid_2016","insur_spend_per_cap_2014","pct_not_hav_pcp_2016","quality_rank_2016","quality_value_2016","no_pcp_2018","no_specialist_2018","no_total_md_2018","pop_2016.y","land_area","pop_density","pct_disability_2016","num_gov_beds_2016","num_non_profit_beds_2016","num_for_profit_beds_2016","num_total_beds_2016","no_pcp_per_pop","no_specialists_per_pop","no_total_md_pop","rx_opioid_deaths_16.x","pct_no_place_care_2014.x","doc_dens","insured_dens","pct_non_citizen_2016","rx_opioid_deaths_16.y","pct_no_place_care_2014.y","rx_opioid_deaths_16","pct_no_place_care_2014"
"120","Idaho","ID",1817,2.5,"Regence BlueShield of Idaho","PPO","No (In process)",2.5,2.5,2.5,"Commercial","Blue",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"121","Illinois","IL",935,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","HMO","Yes",3,3.5,3.5,"Commercial","Blue",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"122","Illinois","IL",1034,4,"Health Alliance Medical Plans","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Health Alliance",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"123","Illinois","IL",1131,4,"Medical Associates Health Plan, Inc. Special Project: Accreditation","HMO/POS","Yes",4,3.5,4,"Commercial","Other",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"124","Illinois","IL",1229,3.5,"Aetna Life Insurance Company (Illinois)","PPO","Yes",4,2.5,3,"Commercial","Aetna",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"125","Illinois","IL",1328,3.5,"Cigna Health and Life Insurance Company - Illinois","PPO","Yes",3,3,3.5,"Commercial","Cigna",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"126","Illinois","IL",1425,3.5,"Connecticut General Life Insurance Company - Illinois","PPO","Yes",3,3,3.5,"Commercial","Connecticut General",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"127","Illinois","IL",1523,3.5,"Coventry Health Care of Illinois, Inc.","HMO/POS","Yes",4,2.5,3,"Commercial","Coventry",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"128","Illinois","IL",1622,3.5,"Health Alliance Medical Plans","PPO","Yes",3,3.5,3,"Commercial","Health Alliance",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"129","Illinois","IL",1720,3.5,"Health Alliance Midwest, Inc.","PPO","Yes",3,3.5,3,"Commercial","Health Alliance",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"130","Illinois","IL",1818,3.5,"Humana Insurance Company (Illinois)","PPO","Yes",3,3.5,3,"Commercial","Humana",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"131","Illinois","IL",1917,3.5,"UnitedHealthcare Plan of the River Valley, Inc.","HMO/POS","Yes",3.5,2.5,3,"Commercial","United",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"132","Illinois","IL",2014,3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","HMO/POS","Yes",3.5,2.5,3,"Commercial","United",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"133","Illinois","IL",2114,3,"Aetna Health Inc. (Pennsylvania) - Illinois","HMO/POS","Yes",2,2,2.5,"Commercial","Aetna",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"134","Illinois","IL",2213,3,"Coventry Health and Life Insurance Company (Illinois)","PPO","Yes",3,2.5,2.5,"Commercial","Coventry",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"135","Illinois","IL",2310,3,"Coventry Health Care of Illinois, Inc.","PPO","Yes",3,2.5,2.5,"Commercial","Coventry",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"136","Illinois","IL",2410,3,"Humana Health Plan, Inc. (Illinois)","HMO/POS","Yes",2.5,3,2.5,"Commercial","Humana",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"137","Illinois","IL",259,3,"United Healthcare Services, Inc (Illinois)","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"138","Illinois","IL",268,3,"UnitedHealthcare Insurance Company (Illinois)","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"139","Illinois","IL",277,3,"UnitedHealthcare Insurance Company of Illinois","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"140","Illinois","IL",285,2.5,"Cigna HealthCare of St. Louis, Inc.","HMO/POS","Yes",2.5,2,1.5,"Commercial","Cigna",2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.44,45.55,61386,5.8,1914393,4245,703,-5.3,-3.7,17,15.5,3.7,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.78035004407,11.1,0.1,2.1,0.2,2.5,1.7228770404683,1.67798277202278,3.40085981249108,1267,0.169,0.771248178727538,7.1726080621661,7,1267,0.169,1267,0.169
"141","Indiana","IN",938,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","HMO","Yes",3,3.5,3.5,"Commercial","Blue",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"142","Indiana","IN",1037,3.5,"Aetna Life Insurance Company (Indiana)","PPO","Yes",4,2.5,2.5,"Commercial","Aetna",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"143","Indiana","IN",1134,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","PPO","Yes",3,3.5,3,"Commercial","Anthem",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"144","Indiana","IN",1232,3,"Aetna Health Inc. (Pennsylvania) - Illinois","HMO/POS","Yes",2,2,2.5,"Commercial","Aetna",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"145","Indiana","IN",1331,3,"Aetna Health Inc. (Pennsylvania) - Ohio","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Aetna",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"146","Indiana","IN",1428,3,"United Healthcare Services, Inc (Indiana)","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"147","Indiana","IN",1526,3,"UnitedHealthcare Insurance Company (Indiana)","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"148","Indiana","IN",1723,2.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","HMO","Yes",2.5,2,2,"Commercial","Anthem",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
"149","Indiana","IN",1821,2.5,"Cigna Health and Life Insurance Company - Indiana","PPO","Yes",3.5,1.5,2,"Commercial","Cigna",2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.96,17.47,32.13,38.45,56094,4.3,741610,4735,1213,-1.5,-11.2,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.1,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.37,234,59.6,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.299135768051,13.8,0.4,1.8,0.4,2.6,1.23631442981917,1.33272850289088,2.56904293271005,495,0.148,0.465765263451352,5.0302648452746,3,495,0.148,495,0.148
