"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"419",2023,2.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9730","KY","HMO/POS","Yes",2,2,2.5,"Medicare","WellCare"
"420",2119,2,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9190","KY","HMO","No",2,2,2,"Medicare","Other"
"421",949,3.5,"Aetna Better Health of Kentucky","KY","HMO","Yes",3,2.5,3,"Medicaid","Aetna"
"422",1048,3.5,"University Health Care (UHC) dba Passport Health Plan (PHP)","KY","HMO","Yes",3,3.5,3,"Medicaid","Other"
"423",1147,3.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc.","KY","HMO","Yes",4,2.5,3,"Medicaid","WellCare"
"424",1242,3,"Anthem Kentucky Managed Care Plan, Inc.","KY","HMO","Yes",3,2,2.5,"Medicaid","Anthem"
"425",1341,3,"Humana Health Plan, Inc. (Kentucky)","KY","HMO","Yes",4,2,2.5,"Medicaid","Humana"
"426",950,3.5,"Humana Health Benefit Plan of Louisiana, Inc.","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Humana"
"427",1049,3.5,"United Healthcare Services, Inc  (Louisiana)","LA","PPO","Yes",4,3,2.5,"Commercial","United"
"428",1148,3.5,"UnitedHealthcare Insurance Company (Louisiana)","LA","PPO","Yes",4,3,2.5,"Commercial","United"
"429",1243,3.5,"Vantage Health Plan, Inc.","LA","HMO/POS","Yes",4,3,2.5,"Commercial","Other"
"430",1342,3,"Aetna Life Insurance Company (Louisiana)","LA","PPO/EPO","Yes",4.5,2,2,"Commercial","Aetna"
"431",1434,3,"CHRISTUS Health Plan","LA","HMO","No",4.5,2,2.5,"Commercial","Other"
"432",1534,2.5,"Cigna Health and Life Insurance Company - Louisiana","LA","PPO","Yes",4,2,1.5,"Commercial","Cigna"
"433",1632,2.5,"Connecticut General Life Insurance Company - Louisiana","LA","PPO","Yes",4,2,1.5,"Commercial","Connecticut General"
"434",951,4.5,"Aetna Life Insurance Company (Louisiana)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","LA","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"435",1050,4,"New Orleans Regional Physician Hospital Organization, Inc. d/b/a Peoples Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H1961","LA","HMO","Yes",3,4,3.5,"Medicare","Other"
"436",1149,4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","LA","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"437",1244,3.5,"Humana Health Benefit Plan of Louisiana, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1951","LA","HMO","Yes",3.5,3.5,3,"Medicare","Humana"
"438",1343,3.5,"Vantage Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5576","LA","HMO/POS","Yes",4,2.5,2.5,"Medicare","Other"
"439",1435,3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","LA","PPO","No",3,3,3,"Medicare","Humana"
"440",1535,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","LA","PPO","No",2.5,2.5,3,"Medicare","Humana"
"441",1633,2.5,"WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H2491","LA","POS","Yes",2,2,2.5,"Medicare","WellCare"
"442",952,3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4,3,2,"Medicaid","Other"
"443",1051,3,"Community Care Health Plan of Louisiana, Inc. d/b/a Amerigroup Louisiana","LA","HMO","Yes",3.5,2.5,2,"Medicaid","Other"
"444",1150,3,"Louisiana Healthcare Connections, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: LA Medicaid","LA","HMO","Yes",4,3,2,"Medicaid","Other"
"445",1245,3,"UnitedHealthcare Community Plan of Louisiana","LA","HMO","Yes",3.5,3,2,"Medicaid","United"
"446",1344,2.5,"Aetna Better Health of Louisiana","LA","HMO","Yes (Interim)",4,2,2,"Medicaid","Aetna"
"447",953,4.5,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",3.5,4,4,"Commercial","Anthem"
"448",1052,4.5,"Harvard Pilgrim Health Care, Inc.","ME","HMO/POS","Yes",4,4.5,4,"Commercial","Other"
"449",1151,4.5,"Martin's Point US Family Health Plan (ME)","ME","HMO","Yes",5,3,4,"Commercial","Other"
"450",1246,4,"Cigna Health and Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Cigna"
"451",1345,4,"Connecticut General Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Connecticut General"
"452",1436,3.5,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","ME","PPO","Yes",4,2.5,2.5,"Commercial","Anthem"
